Country,Year_Cohort,Life_expectancy,Adult_Mortality,infant_deaths,Alcohol,Hepatitis_B,Measles,BMI,Polio,Total_expenditure,Diphtheria,HIV_AIDS,GDP,Population,Schooling,region,sub_region
Mongolia,2004-2007,64.85,213.75,2.0,2.8,98.0,9.5,42.575,98.75,5.5425,98.0,0.1,1191.531654075,1384564.25,12.175,Asia,Eastern Asia
Mongolia,2008-2011,66.975,180.0,1.25,3.67,97.0,11.5,46.425,96.5,5.005,96.5,0.1,1973.1183265,2082300.25,14.025,Asia,Eastern Asia
Mongolia,2012-2015,68.275,226.25,1.0,0.01,98.75,5089.75,39.7,98.75,4.386666666666667,98.75,0.1,4219.992264,2250479.0,14.75,Asia,Eastern Asia
Montenegro,2000-2003,73.39999999999999,135.33333333333334,0.0,0.01,85.43287037037038,0.0,53.46666666666667,92.04263565891473,8.49,92.41085271317829,0.10000000000000002,1068.333577,249828.0,0.0,Europe,Southern Europe
Montenegro,2004-2007,73.775,101.25,0.0,3.456666666666667,9.0,0.0,56.1,50.5,7.9375,50.5,0.1,3588.3897805,476253.5,13.05,Europe,Southern Europe
Montenegro,2008-2011,75.075,116.5,0.0,6.435,70.0,2.5,58.775,93.5,6.6625,94.0,0.1,7006.3881842499995,465242.5,14.725,Europe,Southern Europe
Montenegro,2012-2015,75.85,15.75,0.0,0.01,46.75,0.0,34.0,92.0,6.7,92.0,0.1,6903.17173,188182.0,15.1,Europe,Southern Europe
Morocco,2000-2003,69.46666666666667,105.33333333333333,25.0,0.5,61.666666666666664,6521.666666666667,46.5,92.66666666666667,5.0,93.66666666666667,0.10000000000000002,1490.8354716666665,29512712.333333332,8.866666666666667,Africa,Northern Africa
Morocco,2004-2007,72.85,135.0,22.0,0.5425,95.25,2466.0,38.25,96.75,5.3825,96.75,0.1,1712.09998825,9577432.25,9.85,Africa,Northern Africa
Morocco,2008-2011,72.55,66.0,20.0,0.5575,97.75,976.0,53.150000000000006,98.75,5.7325,99.0,0.1,2230.166405,24923803.5,10.675,Africa,Northern Africa
Morocco,2012-2015,73.975,96.75,18.0,0.47666666666666674,99.0,196.75,57.0,99.0,6.0,99.0,0.1,2352.077167,18518440.5,11.975,Africa,Northern Africa
Mozambique,2000-2003,50.1,296.0,87.33333333333333,1.9766666666666666,59.0,14379.333333333334,17.3,71.66666666666667,6.16,78.0,14.4,267.73906566666665,19148338.0,6.233333333333333,Africa,Sub-Saharan Africa
Mozambique,2004-2007,53.825,430.5,78.5,1.25,75.25,5611.0,18.7,72.0,6.135,61.0,15.625,378.34730545,10999090.5,7.6,Africa,Sub-Saharan Africa
Mozambique,2008-2011,53.825,35.75,69.25,1.14,74.75,640.5,6.8,73.5,5.4875,74.75,11.075,365.68437589999996,6967690.25,9.2,Africa,Sub-Saharan Africa
Mozambique,2012-2015,56.1,206.0,61.75,0.7866666666666666,60.25,60.25,21.975,59.5,6.153333333333333,60.25,5.0,446.02480694999997,14124027.75,9.125,Africa,Sub-Saharan Africa
Myanmar,2000-2003,62.833333333333336,235.0,70.66666666666667,0.39666666666666667,8.0,1361.6666666666667,14.633333333333333,82.33333333333333,2.09,76.66666666666667,0.43333333333333335,167.49458783333333,31574770.0,7.633333333333333,Asia,South-eastern Asia
Myanmar,2004-2007,64.025,172.75,62.25,0.315,65.25,872.75,16.675,86.0,1.815,80.75,0.55,201.3705672,36747012.75,7.95,Asia,South-eastern Asia
Myanmar,2008-2011,63.85,140.75,51.75,0.3025,68.0,724.5,14.925,28.0,2.04,46.75,0.55,889.9722523,13810212.0,8.65,Asia,South-eastern Asia
Myanmar,2012-2015,66.275,66.75,41.25,0.42,77.5,828.25,22.525,85.0,2.22,84.0,0.375,1199.4767980000001,28650640.25,9.1,Asia,South-eastern Asia
Namibia,2000-2003,55.73333333333333,449.6666666666667,3.0,5.153333333333333,70.49358974358975,652.0,25.8,79.66666666666667,6.289999999999999,78.0,24.400000000000002,2010.0464733333336,1960759.3333333333,11.733333333333334,Africa,Sub-Saharan Africa
Namibia,2004-2007,56.7,436.75,3.0,4.9375,70.49358974358975,8.0,28.299999999999997,80.5,6.995,84.75,20.125,2791.3046974999997,199268.25,11.5,Africa,Sub-Saharan Africa
Namibia,2008-2011,62.85,230.0,3.0,7.4225,82.5,1823.25,24.625,83.5,8.08,82.75,7.824999999999999,2457.92729675,667671.75,11.4,Africa,Sub-Saharan Africa
Namibia,2012-2015,65.9,238.5,2.5,0.01,88.25,450.75,34.5,88.25,8.566666666666666,88.25,2.625,5349.14828625,1289784.75,11.625,Africa,Sub-Saharan Africa
Nepal,2000-2003,63.53333333333333,94.33333333333333,40.333333333333336,0.16,2.0,10314.0,12.4,73.66666666666667,5.48,74.0,0.10000000000000002,249.57269829999998,17074580.666666668,8.933333333333332,Asia,Southern Asia
Nepal,2004-2007,65.675,115.25,32.0,0.2025,54.75,5337.5,14.15,64.75,5.77,63.5,0.2,336.95584629999996,8478300.25,9.575,Asia,Southern Asia
Nepal,2008-2011,67.725,180.5,24.25,0.235,86.25,1206.75,16.15,87.5,6.5025,86.25,0.2,451.7186387,14800064.0,10.925,Asia,Southern Asia
Nepal,2012-2015,69.25,163.0,18.5,0.18000000000000002,71.0,2025.25,18.25,50.5,5.793333333333333,71.0,0.125,547.60347805,21856994.75,12.3,Asia,Southern Asia
Netherlands,2000-2003,78.46666666666667,57.0,1.0,9.729999999999999,71.84848484848486,2.3333333333333335,53.4,97.33333333333333,8.196666666666667,97.33333333333333,0.10000000000000002,30215.536533333332,5978693.0,16.7,Europe,Western Europe
Netherlands,2004-2007,80.1,72.0,1.0,9.6425,71.84848484848486,6.5,56.15,96.75,9.209999999999999,96.75,0.1,44306.7745075,12654488.5,16.5,Europe,Western Europe
Netherlands,2008-2011,84.525,65.0,1.0,9.285,2.0,47.5,58.925,97.0,3.4675000000000002,97.0,0.1,17035.2705575,9095937.25,16.975,Europe,Western Europe
Netherlands,2012-2015,81.525,45.75,1.0,5.913333333333334,59.75,697.25,47.8,96.25,8.133333333333333,96.25,0.1,49374.899737499996,8886993.75,18.1,Europe,Western Europe
New Zealand,2000-2003,78.76666666666667,82.66666666666667,0.0,8.93,62.333333333333336,50.666666666666664,24.266666666666666,84.0,7.726666666666667,9.0,0.10000000000000002,17556.98361666667,4594456.166666667,17.7,Oceania,Australia and New Zealand
New Zealand,2004-2007,80.0,77.25,0.0,9.2475,87.5,24.5,62.35,88.25,8.285,88.75,0.1,2811.4734325,4594456.166666667,18.9,Oceania,Australia and New Zealand
New Zealand,2008-2011,85.25,72.75,0.0,9.455,51.5,209.5,64.55,92.25,8.8375,92.25,0.1,25922.156762500003,4594456.166666667,19.7,Oceania,Australia and New Zealand
New Zealand,2012-2015,81.375,52.25,0.0,9.0375,92.75,91.5,66.67500000000001,92.5,11.333333333333334,92.5,0.1,13790.569520000001,4594456.166666667,19.3,Oceania,Australia and New Zealand
Nicaragua,2000-2003,74.66666666666667,196.0,4.0,3.5933333333333333,86.0,0.0,44.199999999999996,86.66666666666667,5.696666666666666,86.0,0.3666666666666667,90.12946366666667,1900596.0,10.700000000000001,Americas,Latin America and the Caribbean
Nicaragua,2004-2007,71.925,144.5,3.25,3.7575000000000003,86.5,0.0,46.775,69.0,6.37,86.5,0.275,708.9947805,1632682.0,11.0,Americas,Latin America and the Caribbean
Nicaragua,2008-2011,73.35,158.25,3.0,3.4425,97.75,0.0,27.275,98.5,6.6925,97.75,0.15000000000000002,1548.201869,3005635.5,11.325,Americas,Latin America and the Caribbean
Nicaragua,2012-2015,74.275,151.75,2.0,3.5866666666666664,98.0,0.0,52.825,99.0,8.743333333333334,98.0,0.1,1477.7535619999999,1803924.25,11.575,Americas,Latin America and the Caribbean
Niger,2000-2003,53.166666666666664,197.66666666666666,56.666666666666664,0.10333333333333333,70.49358974358975,48994.0,14.266666666666666,43.0,6.626666666666666,38.666666666666664,1.6000000000000003,186.313477,4349975.0,2.9333333333333336,Africa,Sub-Saharan Africa
Niger,2004-2007,54.075,277.5,54.5,0.1075,70.49358974358975,16395.25,15.55,50.0,7.0225,49.0,1.525,202.24334535,7753190.75,3.525,Africa,Sub-Saharan Africa
Niger,2008-2011,57.675,257.0,50.75,0.125,51.0,815.25,17.1,54.5,6.69,55.0,1.0,354.96038980000003,12308163.0,4.375,Africa,Sub-Saharan Africa
Niger,2012-2015,63.8,176.0,49.0,0.01,67.75,2582.75,18.7,64.75,5.943333333333334,67.75,0.55,302.576928,18800797.5,5.275,Africa,Sub-Saharan Africa
Nigeria,2000-2003,47.73333333333333,46.0,570.6666666666666,9.646666666666667,70.49358974358975,117124.0,17.8,27.333333333333332,3.393333333333333,27.0,5.266666666666667,441.30468943333335,90100879.33333333,7.933333333333334,Africa,Sub-Saharan Africa
Nigeria,2004-2007,50.625,208.75,552.5,9.67,29.0,36441.25,15.1,47.0,4.1425,28.75,5.325,498.3206642,75809078.0,8.875,Africa,Sub-Saharan Africa
Nigeria,2008-2011,53.725,377.75,524.25,9.0,49.75,9641.5,21.9,43.5,3.85,54.5,4.85,1609.205944,47960739.25,9.4,Africa,Sub-Saharan Africa
Nigeria,2012-2015,53.5,361.75,494.0,5.616666666666667,46.5,19644.25,24.425,46.5,3.5566666666666666,46.5,3.975,2907.274553,91856653.25,9.875,Africa,Sub-Saharan Africa
Norway,2000-2003,79.03333333333335,80.33333333333333,0.0,5.8066666666666675,84.4,5.666666666666667,54.63333333333333,92.0,9.373333333333333,92.0,0.10000000000000002,16007.465863333333,4538921.666666667,17.233333333333334,Europe,Northern Europe
Norway,2004-2007,82.45,56.0,0.0,6.415,84.4,1.75,56.725,92.5,8.835,92.5,0.1,57944.004575000006,1507078.0,17.55,Europe,Northern Europe
Norway,2008-2011,84.275,66.75,0.0,6.6375,84.4,12.0,58.7,93.75,9.0725,93.75,0.1,24932.028117500002,3745394.5,17.5,Europe,Northern Europe
Norway,2012-2015,81.55,60.75,0.0,6.1125,84.4,7.25,33.525,94.25,9.423333333333334,94.25,0.1,5321.476775,1688573.75,17.625,Europe,Northern Europe
Oman,2000-2003,73.26666666666667,91.33333333333333,1.0,0.55,99.0,7.0,47.300000000000004,99.0,3.3833333333333333,99.0,0.10000000000000002,6025.181816666666,7185663.520833333,10.966666666666667,Asia,Western Asia
Oman,2004-2007,74.475,117.0,1.0,0.5974999999999999,99.0,20.0,27.275,98.25,2.5775,98.75,0.1,4134.98762,7185663.520833333,11.525,Asia,Western Asia
Oman,2008-2011,75.5,17.0,1.0,0.5575,98.75,11.25,51.6,97.75,2.54,98.75,0.1,5993.7017875,7185663.520833333,12.85,Asia,Western Asia
Oman,2012-2015,76.3,34.0,1.0,0.4566666666666667,98.5,3.25,53.3,99.0,2.9433333333333334,98.5,0.1,15622.3722475,7185663.520833333,13.7,Asia,Western Asia
Pakistan,2000-2003,63.23333333333333,187.0,371.3333333333333,0.01,63.0,4164.0,17.4,69.33333333333333,2.6599999999999997,66.66666666666667,0.10000000000000002,371.70481923333335,53430973.666666664,5.5,Asia,Southern Asia
Pakistan,2004-2007,63.800000000000004,135.5,365.0,0.0275,56.25,4417.75,14.725,73.75,3.055,73.75,0.1,582.63092485,11885604.25,6.225,Asia,Southern Asia
Pakistan,2008-2011,65.0,172.75,370.75,0.035,74.75,2674.75,17.075,42.75,3.125,72.25,0.1,349.07761300000004,48494967.0,7.4,Asia,Southern Asia
Pakistan,2012-2015,66.075,162.75,361.25,0.03,72.0,4637.75,24.299999999999997,72.0,2.69,72.0,0.1,1320.49145125,141027224.5,7.8,Asia,Southern Asia
Panama,2000-2003,75.56666666666666,125.0,1.3333333333333333,5.489999999999999,98.0,0.0,47.76666666666667,96.33333333333333,7.873333333333334,98.66666666666667,0.13333333333333333,2946.551774333333,1289374.3333333333,12.6,Americas,Latin America and the Caribbean
Panama,2004-2007,76.05,123.5,1.0,5.775,90.0,0.0,39.45,90.5,7.4225,90.0,0.15000000000000002,3881.4566837499997,1071897.0,12.875,Americas,Latin America and the Caribbean
Panama,2008-2011,76.775,124.25,1.0,6.862500000000001,88.0,1.0,53.8,89.25,7.5775,88.0,0.1,5817.134943999999,2779164.25,12.825000000000001,Americas,Latin America and the Caribbean
Panama,2012-2015,77.525,91.75,1.0,6.859999999999999,43.5,0.0,56.7,62.0,8.15,43.5,0.1,9750.995265,2993658.75,12.925,Americas,Latin America and the Caribbean
Papua New Guinea,2000-2003,59.333333333333336,326.3333333333333,11.0,0.6266666666666666,44.0,8502.0,38.9,56.0,7.053333333333334,61.333333333333336,1.3666666666666665,546.4797708333334,3880064.0,6.8999999999999995,Oceania,Melanesia
Papua New Guinea,2004-2007,63.25,236.25,11.0,0.6925,50.25,652.0,32.525,64.75,6.282500000000001,69.25,1.475,631.488710775,3517047.5,8.075,Oceania,Melanesia
Papua New Guinea,2008-2011,61.7,222.0,10.5,0.825,61.75,0.0,44.55,74.0,4.52,68.75,1.125,972.5335727500001,5430555.25,9.4,Oceania,Melanesia
Papua New Guinea,2012-2015,62.55,279.5,10.0,0.01,68.75,587.25,47.525,56.75,4.53,74.75,0.775,894.6629820000002,6003077.75,9.975,Oceania,Melanesia
Paraguay,2000-2003,71.46666666666667,117.0,4.0,6.32,86.0,0.0,28.566666666666663,60.666666666666664,6.79,87.33333333333333,0.10000000000000002,1246.7583496666666,387343.3333333333,12.233333333333334,Americas,Latin America and the Caribbean
Paraguay,2004-2007,72.2,162.0,3.0,5.95,69.75,0.0,43.125,95.25,6.33,95.25,0.17500000000000002,701.89549575,4425455.75,12.125,Americas,Latin America and the Caribbean
Paraguay,2008-2011,73.075,119.75,3.0,5.7425,87.5,0.0,46.0,83.75,8.815,88.0,0.1,2543.32478425,3424653.5,12.175,Americas,Latin America and the Caribbean
Paraguay,2012-2015,73.825,147.25,2.75,3.466666666666667,88.25,0.0,37.775,65.75,4.21,88.25,0.17500000000000002,3366.92169375,5054374.0,12.3,Americas,Latin America and the Caribbean
Peru,2000-2003,72.36666666666666,146.0,16.0,4.25,65.0,0.0,46.73333333333333,66.33333333333333,4.84,66.0,0.43333333333333335,819.5655270000001,18620189.333333332,13.533333333333333,Americas,Latin America and the Caribbean
Peru,2004-2007,73.3,141.5,12.5,4.305,93.25,0.0,37.9,83.5,4.5874999999999995,87.5,0.375,2996.4100147500003,20948000.75,13.0,Americas,Latin America and the Caribbean
Peru,2008-2011,73.975,74.75,10.0,4.7725,92.5,0.25,40.6,92.0,5.08,92.5,0.25,2722.46776225,15506747.5,13.3,Americas,Latin America and the Caribbean
Peru,2012-2015,75.25,125.5,8.25,3.51,70.0,1.0,54.575,82.75,5.293333333333333,70.0,0.1,4881.442322000001,10518676.75,13.4,Americas,Latin America and the Caribbean
Philippines,2000-2003,66.93333333333334,219.66666666666666,67.66666666666667,4.466666666666667,46.333333333333336,8291.333333333334,18.733333333333334,79.33333333333333,3.013333333333333,80.66666666666667,0.10000000000000002,323.50732899999997,29603598.333333332,11.466666666666667,Asia,South-eastern Asia
Philippines,2004-2007,67.275,219.0,64.0,4.235,65.25,920.5,11.350000000000001,67.25,3.7575000000000003,88.0,0.1,1109.6316032500001,47167874.5,11.525,Asia,South-eastern Asia
Philippines,2008-2011,67.85,218.0,58.5,4.609999999999999,84.25,3679.0,22.35,85.5,4.3925,86.0,0.1,2056.7062785,30557290.25,11.525,Asia,South-eastern Asia
Philippines,2012-2015,68.275,215.25,54.25,4.716666666666666,62.5,15980.75,24.55,82.0,4.576666666666667,62.5,0.1,2144.84610575,29635845.5,11.674999999999999,Asia,South-eastern Asia
Poland,2000-2003,74.46666666666667,145.33333333333334,3.0,8.273333333333333,96.66666666666667,71.66666666666667,54.03333333333333,98.0,6.133333333333333,98.66666666666667,0.10000000000000002,5290.5518999999995,2676899.0,15.0,Europe,Eastern Europe
Poland,2004-2007,75.1,143.75,2.0,9.9975,98.0,46.0,55.775,99.0,6.21,99.0,0.1,2180.8803767500003,28717547.5,15.075,Europe,Eastern Europe
Poland,2008-2011,76.05,72.75,2.0,10.905,98.0,32.0,58.125,96.0,6.895,99.0,0.1,9540.4381625,12411742.75,15.15,Europe,Eastern Europe
Poland,2012-2015,77.175,66.5,2.0,11.050000000000002,96.25,38.75,47.225,94.0,6.456666666666667,98.5,0.1,10357.8400275,11511376.75,15.875,Europe,Eastern Europe
Portugal,2000-2003,77.13333333333334,14.333333333333334,0.6666666666666666,12.81,61.0,5.333333333333333,36.7,96.0,9.263333333333334,98.0,0.10000000000000002,13461.389509999999,1413724.6666666667,15.799999999999999,Europe,Southern Europe
Portugal,2004-2007,78.225,75.0,0.0,13.115,95.5,3.0,54.5,95.25,9.7775,95.5,0.1,10682.6414325,1141111.5,15.525,Europe,Southern Europe
Portugal,2008-2011,79.975,68.5,0.0,12.1375,96.75,2.75,57.675,96.75,3.615,97.0,0.1,18228.62464,824477.75,16.0,Europe,Southern Europe
Portugal,2012-2015,84.775,78.5,0.0,10.613333333333335,98.0,8.0,33.55,98.0,9.596666666666666,98.0,0.1,7099.0947175,780544.25,16.5,Europe,Southern Europe
Qatar,2000-2003,76.39999999999999,85.66666666666667,0.0,0.8766666666666666,94.66666666666667,27.0,64.03333333333333,94.0,3.1366666666666667,93.66666666666667,0.10000000000000002,13340.091033333332,7185663.520833333,12.533333333333333,Asia,Western Asia
Qatar,2004-2007,76.625,83.5,0.0,1.2025000000000001,96.0,152.0,65.05,96.25,2.9,95.75,0.1,25059.7549225,7185663.520833333,13.375,Asia,Western Asia
Qatar,2008-2011,77.15,77.75,0.0,1.2,96.5,127.0,65.825,96.5,2.3325,96.5,0.1,57782.646062499996,7185663.520833333,11.975,Asia,Western Asia
Qatar,2012-2015,78.0,54.0,0.0,1.16,94.5,74.25,68.1,97.5,2.1666666666666665,94.25,0.1,62649.7342825,7185663.520833333,13.4,Asia,Western Asia
Romania,2000-2003,75.36666666666666,177.0,4.0,9.393333333333333,98.33333333333333,11.0,52.4,98.0,4.743333333333333,98.0,0.10000000000000002,2246.5196410000003,8653673.0,12.066666666666668,Europe,Eastern Europe
Romania,2004-2007,72.25,159.5,3.25,9.1525,98.75,2177.25,54.175,96.75,5.4275,96.75,0.1,5568.04268575,11943447.75,13.525,Europe,Eastern Europe
Romania,2008-2011,73.475,152.25,2.0,10.1,96.5,1100.5,56.625,93.25,5.5625,93.5,0.1,2587.1045739999995,2324940.25,15.4,Europe,Eastern Europe
Romania,2012-2015,74.7,136.0,2.0,6.3933333333333335,73.75,2168.0,46.05,90.75,5.55,91.5,0.1,6778.682544,10455997.0,14.85,Europe,Eastern Europe
Russian Federation,2000-2003,64.83333333333333,224.33333333333334,20.333333333333332,10.886666666666665,72.66666666666667,1981.0,54.46666666666667,97.0,5.756666666666667,96.33333333333333,0.3333333333333333,1790.6965213333333,53566528.666666664,12.833333333333334,Europe,Eastern Europe
Russian Federation,2004-2007,65.9,233.25,17.5,11.7625,97.25,1054.5,55.525,98.0,5.27,97.75,0.3,1834.8236047500002,40185848.25,13.725,Europe,Eastern Europe
Russian Federation,2008-2011,68.375,259.25,15.0,11.335,97.5,221.5,57.3,97.75,6.775,97.5,0.275,9021.458597499999,78551473.5,13.9,Europe,Eastern Europe
Russian Federation,2012-2015,71.9,228.25,13.5,10.563333333333333,97.0,2504.0,46.1,97.5,7.493333333333333,97.0,0.175,13538.34818775,43486985.0,14.7,Europe,Eastern Europe
Rwanda,2000-2003,52.53333333333333,300.3333333333333,31.0,6.733333333333333,92.0,1566.0,14.1,85.66666666666667,4.966666666666666,87.0,8.066666666666666,143.60979436666665,851639.0,7.3,Africa,Sub-Saharan Africa
Rwanda,2004-2007,56.475,264.25,23.0,6.855,95.0,258.75,15.675,95.25,5.69,95.0,6.5,228.01557087499998,4711893.25,9.1,Africa,Sub-Saharan Africa
Rwanda,2008-2011,63.9,210.75,16.25,7.4399999999999995,97.0,40.75,18.0,94.0,7.62,97.0,2.525,431.407920625,3088532.0,10.2,Africa,Sub-Saharan Africa
Rwanda,2012-2015,65.4,180.5,12.0,0.01,98.0,25.75,11.45,98.25,7.633333333333333,98.0,0.5,378.89804434999996,6482228.5,10.725000000000001,Africa,Sub-Saharan Africa
Saint Lucia,2000-2003,72.0,174.33333333333334,0.0,12.143333333333333,49.0,0.0,37.86666666666667,66.33333333333333,6.176666666666667,60.666666666666664,0.19999999999999998,4400.970148264102,10732675.318181818,12.5,Americas,Latin America and the Caribbean
Saint Lucia,2004-2007,73.275,122.0,0.0,12.594999999999999,92.5,0.0,31.075,92.5,6.4075,92.5,0.15000000000000002,4400.970148264102,10732675.318181818,12.425,Americas,Latin America and the Caribbean
Saint Lucia,2008-2011,74.3,146.5,0.0,11.12,96.75,0.0,43.375,96.75,7.807499999999999,96.75,0.1,4400.970148264102,10732675.318181818,12.75,Americas,Latin America and the Caribbean
Saint Lucia,2012-2015,74.925,140.0,0.0,9.896666666666667,98.75,0.0,46.325,98.75,7.64,98.75,0.1,4400.970148264102,10732675.318181818,13.075,Americas,Latin America and the Caribbean
Saint Vincent and the Grenadines,2000-2003,76.33333333333333,185.33333333333334,0.0,4.923333333333333,31.0,0.0,41.96666666666667,99.0,3.8266666666666667,99.0,0.5,4400.970148264102,10732675.318181818,12.9,Americas,Latin America and the Caribbean
Saint Vincent and the Grenadines,2004-2007,71.55000000000001,137.0,0.0,5.82,99.0,0.0,45.2,97.5,3.795,99.0,0.3,4400.970148264102,10732675.318181818,13.275,Americas,Latin America and the Caribbean
Saint Vincent and the Grenadines,2008-2011,72.4,127.5,0.0,6.9475,98.25,0.0,37.625,98.25,4.8825,98.25,0.175,4400.970148264102,10732675.318181818,13.3,Americas,Latin America and the Caribbean
Saint Vincent and the Grenadines,2012-2015,72.95,158.25,0.0,7.003333333333333,97.25,0.0,52.650000000000006,96.75,7.44,97.25,0.1,4400.970148264102,10732675.318181818,13.3,Americas,Latin America and the Caribbean
Samoa,2000-2003,76.66666666666667,172.66666666666666,0.0,3.6333333333333333,86.0,0.0,67.36666666666667,83.33333333333333,4.989999999999999,84.66666666666667,0.10000000000000002,1128.0619833333333,176603.33333333334,12.133333333333333,Oceania,Polynesia
Samoa,2004-2007,71.8,120.0,0.0,3.6550000000000002,44.0,0.0,38.45,41.75,4.7125,49.0,0.1,1383.276877,139797.5,12.65,Oceania,Polynesia
Samoa,2008-2011,73.525,150.25,0.0,3.0025,42.75,2.0,72.2,40.5,5.355,50.5,0.1,2022.8513005,143660.5,12.9,Oceania,Polynesia
Samoa,2012-2015,73.65,130.0,0.0,0.01,46.25,0.25,74.05,60.75,6.4433333333333325,65.0,0.1,4195.6356215,105484.75,12.9,Oceania,Polynesia
Sao Tome and Principe,2000-2003,63.1,225.33333333333334,0.0,5.786666666666666,43.0,0.0,21.666666666666668,65.0,4.536666666666666,92.66666666666667,1.5,418.79235726666667,144961.0,9.566666666666666,Africa,Sub-Saharan Africa
Sao Tome and Principe,2004-2007,64.475,171.25,0.0,5.1625,66.25,0.0,23.725,97.75,6.654999999999999,96.75,1.4,628.50742775,85792.75,10.075,Africa,Sub-Saharan Africa
Sao Tome and Principe,2008-2011,66.0,114.5,0.0,4.94,97.75,0.0,26.549999999999997,98.0,5.7475000000000005,97.75,0.7,647.5286825,90322.5,10.425,Africa,Sub-Saharan Africa
Sao Tome and Principe,2012-2015,67.2,149.0,0.0,0.01,96.0,0.0,16.2,96.0,8.903333333333334,96.0,0.275,1301.25025025,147113.25,11.025,Africa,Sub-Saharan Africa
Saudi Arabia,2000-2003,72.89999999999999,15.0,9.666666666666666,0.05000000000000001,95.66666666666667,558.0,57.699999999999996,95.66666666666667,4.323333333333333,95.66666666666667,0.10000000000000002,8955.421405333333,7185663.520833333,12.1,Asia,Western Asia
Saudi Arabia,2004-2007,73.15,30.75,9.0,0.07250000000000001,96.25,1927.0,33.525,96.0,3.51,96.0,0.1,14171.3851225,7185663.520833333,12.475,Asia,Western Asia
Saudi Arabia,2008-2011,73.575,95.25,8.25,0.09,98.0,234.0,63.525,98.0,3.7075000000000005,98.0,0.1,5892.3650225,7185663.520833333,13.25,Asia,Western Asia
Saudi Arabia,2012-2015,74.325,68.5,7.5,0.09000000000000001,98.0,457.75,66.875,97.75,4.263333333333333,98.0,0.1,13694.157015,7185663.520833333,15.4,Asia,Western Asia
Senegal,2000-2003,58.43333333333334,251.33333333333334,25.333333333333332,0.3433333333333333,70.49358974358975,14830.666666666666,18.3,42.666666666666664,5.326666666666667,43.666666666666664,0.6666666666666666,545.7719927666666,849385.6666666666,5.666666666666667,Africa,Sub-Saharan Africa
Senegal,2004-2007,62.025000000000006,187.0,23.0,0.335,80.25,11.25,15.2,88.25,5.297499999999999,88.5,0.7,423.171957625,9159382.5,6.5,Africa,Sub-Saharan Africa
Senegal,2008-2011,63.875,170.5,21.0,0.29500000000000004,88.75,362.75,16.974999999999998,83.75,4.6975,88.75,0.475,13.44695775,3852373.5,7.55,Africa,Sub-Saharan Africa
Senegal,2012-2015,66.175,144.5,19.5,0.26666666666666666,90.25,38.25,23.5,85.5,4.493333333333333,90.25,0.325,134.133409625,7759462.5,8.9,Africa,Sub-Saharan Africa
Serbia,2000-2003,73.0,134.0,1.0,7.243333333333333,85.43287037037038,37.666666666666664,52.23333333333333,92.33333333333333,7.973333333333334,92.33333333333333,0.10000000000000002,2205.7888433333333,2999515.3333333335,13.1,Europe,Southern Europe
Serbia,2004-2007,73.35,133.5,1.0,8.725,86.5,54.0,54.2,96.0,6.7825,93.0,0.1,4111.81025625,5750268.5,13.3,Europe,Southern Europe
Serbia,2008-2011,74.275,129.5,1.0,9.65,92.25,98.25,56.725,94.25,5.755000000000001,93.75,0.1,4582.0742764999995,2205861.0,13.55,Europe,Southern Europe
Serbia,2012-2015,75.3,123.0,1.0,9.21,93.5,105.25,45.65,94.5,4.126666666666667,93.5,0.1,4328.1593345,2348267.0,14.2,Europe,Southern Europe
Seychelles,2000-2003,72.06666666666666,186.0,0.0,8.426666666666668,98.0,0.0,28.133333333333336,98.0,4.433333333333334,98.0,0.10000000000000002,8173.120344333333,58208.666666666664,12.133333333333333,Africa,Sub-Saharan Africa
Seychelles,2004-2007,72.175,185.25,0.0,7.9925,99.0,2.75,16.8,99.0,3.7775,99.0,0.1,3934.60148,43678.0,12.65,Africa,Sub-Saharan Africa
Seychelles,2008-2011,72.375,140.25,0.0,6.875,99.0,0.0,32.975,99.0,3.0625,99.0,0.1,6118.6138425,67668.0,13.225,Africa,Sub-Saharan Africa
Seychelles,2012-2015,72.95,132.75,0.0,0.01,98.75,0.0,35.975,98.0,3.9166666666666665,98.0,0.1,7907.441124999999,70890.0,13.575,Africa,Sub-Saharan Africa
Sierra Leone,2000-2003,43.5,363.0,30.0,4.113333333333333,70.49358974358975,601.0,17.933333333333334,52.666666666666664,11.826666666666668,54.666666666666664,1.7,247.1602814,4965304.0,7.2,Africa,Sub-Saharan Africa
Sierra Leone,2004-2007,43.8,263.25,29.75,3.87,63.0,17.25,14.975,66.0,6.6775,64.5,2.1750000000000003,307.9939877,4390545.75,7.8999999999999995,Africa,Sub-Saharan Africa
Sierra Leone,2008-2011,47.575,429.0,27.5,3.875,84.0,757.25,16.95,82.0,6.930000000000001,84.0,1.625,232.905644925,3371515.5,8.6,Africa,Sub-Saharan Africa
Sierra Leone,2012-2015,50.7,333.5,23.25,0.01,88.0,576.5,23.55,88.0,11.576666666666668,88.0,0.7,324.9237081,717944.75,9.35,Africa,Sub-Saharan Africa
Singapore,2000-2003,79.0,74.33333333333333,0.0,1.89,95.0,217.33333333333334,29.233333333333334,95.0,2.9466666666666668,95.33333333333333,0.10000000000000002,15789.414496666666,32962480.354166664,12.666666666666666,Asia,South-eastern Asia
Singapore,2004-2007,82.45,67.75,0.0,1.5225,95.25,41.75,10.125,95.75,3.5075000000000003,95.75,0.1,26354.6416725,32962480.354166664,13.325,Asia,South-eastern Asia
